TypeAchat,Sexe,ClasseAge,Formation,Annee,NbrPersonnes
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Total,2017,554256
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Sans formation post-obligatoire (25+),2017,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Niveau secondaire (25+),2017,263052
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,Niveau tertiaire (25+),2017,254961
Achat de films ou musique (au cours des 12 derniers mois),Femme,30-59,-25ans,2017,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Total,2017,65380
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Sans formation post-obligatoire (25+),2017,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Niveau secondaire (25+),2017,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,Niveau tertiaire (25+),2017,NA
Achat de films ou musique (au cours des 12 derniers mois),Femme,60+,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Total,2017,2106494
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2017,92244
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2017,724666
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2017,1047175
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,Total,-25ans,2017,242409
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Total,2017,469213
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2017,135996
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,15-29,-25ans,2017,242409
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Total,2017,1297222
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2017,489589
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2017,755715
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,30-59,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Total,2017,340059
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2017,154575
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2017,155464
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Total,60+,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Total,2017,981803
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2017,258736
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2017,559366
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,Total,-25ans,2017,125424
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Total,2017,210057
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,15-29,-25ans,2017,125424
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Total,2017,596815
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2017,159288
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2017,410786
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,30-59,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Total,2017,174931
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2017,65965
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2017,102182
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Homme,60+,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Total,2017,1124690
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2017,465930
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2017,487809
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,Total,-25ans,2017,116985
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Total,2017,259156
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2017,89599
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,15-29,-25ans,2017,116985
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Total,2017,700407
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2017,330301
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2017,344929
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,30-59,-25ans,2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Total,2017,165127
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2017,88610
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2017,NA
"Achat de livres, magazines, journaux (au cours des 12 derniers mois)",Femme,60+,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Total,2017,3138642
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2017,304578
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2017,1199942
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2017,1071349
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,Total,-25ans,2017,562773
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Total,2017,901449
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2017,157946
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2017,158625
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,15-29,-25ans,2017,562773
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Total,2017,1934231
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2017,224866
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Niveau secondaire (25+),2017,884754
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,Niveau tertiaire (25+),2017,824611
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,30-59,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Total,2017,302961
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Niveau secondaire (25+),2017,157241
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,Niveau tertiaire (25+),2017,88113
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Total,60+,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Total,2017,1446672
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Sans formation post-obligatoire (25+),2017,136079
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Niveau secondaire (25+),2017,460139
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,Niveau tertiaire (25+),2017,569812
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,Total,-25ans,2017,280643
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Total,2017,410409
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Niveau secondaire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,Niveau tertiaire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,15-29,-25ans,2017,280643
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Total,2017,910163
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Sans formation post-obligatoire (25+),2017,106419
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Niveau secondaire (25+),2017,341861
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,Niveau tertiaire (25+),2017,461883
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,30-59,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Total,2017,126100
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Niveau secondaire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,Niveau tertiaire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Homme,60+,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Total,2017,1691969
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Sans formation post-obligatoire (25+),2017,168499
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Niveau secondaire (25+),2017,739803
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,Niveau tertiaire (25+),2017,501537
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,Total,-25ans,2017,282130
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Total,2017,491040
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Niveau secondaire (25+),2017,89089
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,Niveau tertiaire (25+),2017,102469
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,15-29,-25ans,2017,282130
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Total,2017,1024068
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Sans formation post-obligatoire (25+),2017,118447
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Niveau secondaire (25+),2017,542893
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,Niveau tertiaire (25+),2017,362728
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,30-59,-25ans,2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Total,2017,176861
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Sans formation post-obligatoire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Niveau secondaire (25+),2017,107820
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,Niveau tertiaire (25+),2017,NA
"Achat vetements, equipements de sport (au cours des 12 derniers mois)",Femme,60+,-25ans,2017,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Total,2017,1332923
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Sans formation post-obligatoire (25+),2017,98945
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Niveau secondaire (25+),2017,397332
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,Niveau tertiaire (25+),2017,611930
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,Total,-25ans,2017,224715
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Total,2017,357958
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Sans formation post-obligatoire (25+),2017,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Niveau secondaire (25+),2017,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,Niveau tertiaire (25+),2017,NA
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,15-29,-25ans,2017,224715
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Total,2017,834351
"Achat hardware, peripheriques, etc. (au cours des 12 derniers mois)",Total,30-59,Sans formation post-obligatoire (25+),2017,70253
